SLICES,eform,bandgap
Li Li Li Li Mn Mn Br Br Br Br Br Br Br Br 0 7 ooo 0 11 o-- 0 9 o-- 0 13 ooo 0 8 o-o 0 12 oo- 1 6 ooo 1 10 ooo 1 12 oo- 1 8 oo+ 1 9 ooo 1 13 ooo 2 13 -oo 2 9 ooo 2 10 ooo 2 6 -oo 2 11 ooo 2 7 -oo 3 12 oo- 3 8 ooo 3 6 ooo 3 10 oo- 3 11 oo- 3 7 ooo 4 7 -oo 4 11 oo- 4 12 oo- 4 8 -oo 4 13 -o- 4 9 ooo 5 6 --o 5 10 ooo 5 9 o-o 5 13 -oo 5 12 ooo 5 8 --o ,-1.4858434242282432,1.6389999999999998
Ca Ca Ca Ca Ho Ho Ta Ta O O O O O O O O O O O O 0 9 o-o 0 15 o-o 0 16 o-o 0 10 ooo 0 19 ooo 0 12 ooo 0 13 oo- 0 18 ooo 1 8 +oo 1 14 ooo 1 17 ooo 1 11 +oo 1 18 ooo 1 13 ooo 1 12 +oo 1 19 +o+ 2 11 o+o 2 13 o+o 2 18 o+o 2 8 ooo 2 17 ooo 2 14 ooo 2 15 oo+ 2 16 ooo 3 10 -oo 3 12 ooo 3 19 ooo 3 9 -oo 3 16 ooo 3 15 ooo 3 14 -oo 3 17 -o- 4 12 ooo 4 14 ooo 4 10 ooo 4 8 ooo 4 18 ooo 4 16 ooo 5 15 o-o 5 13 -o- 5 9 --o 5 11 oo- 5 19 ooo 5 17 --- 6 19 ooo 6 17 oo- 6 15 ooo 6 13 oo- 6 8 oo- 6 10 ooo 7 16 o-o 7 18 -oo 7 14 --o 7 12 ooo 7 11 ooo 7 9 --o ,-3.6180474615000007,4.0571
Sr Sr Sr Sr Zr Zr Zr Zr Se Se Se Se Se Se Se Se Se Se Se Se 0 17 +-o 0 17 o-o 0 19 ooo 0 19 +oo 0 10 o-o 0 15 +oo 0 15 ooo 0 14 o-+ 1 16 o+o 1 16 -+o 1 18 -oo 1 18 ooo 1 11 o+o 1 14 -oo 1 14 ooo 1 15 o+- 2 19 +oo 2 19 ooo 2 17 +oo 2 17 ooo 2 8 ooo 2 13 ooo 2 13 +oo 2 12 ooo 3 18 -oo 3 18 ooo 3 16 ooo 3 16 -oo 3 9 ooo 3 12 ooo 3 12 -oo 3 13 ooo 4 16 ooo 4 15 +o- 4 15 oo- 4 9 +oo 4 9 ooo 4 8 oo- 5 17 ooo 5 14 -o+ 5 14 oo+ 5 8 ooo 5 8 -oo 5 9 oo+ 6 18 ooo 6 13 ooo 6 13 +oo 6 11 o+o 6 11 ++o 6 10 ooo 7 19 ooo 7 12 -oo 7 12 ooo 7 10 --o 7 10 o-o 7 11 ooo ,-1.878349786239584,0.1669
Rb Rb Zr Cl Cl Cl Cl Cl Cl 0 8 ooo 0 8 -oo 0 4 oo- 0 4 -oo 0 3 o-o 0 3 -oo 0 5 ooo 0 5 o-o 0 6 ooo 0 6 oo- 0 7 oo- 0 7 o-o 1 8 oo+ 1 8 o+o 1 6 +oo 1 6 o+o 1 5 oo+ 1 5 +oo 1 7 +oo 1 7 ooo 1 4 o+o 1 4 ooo 1 3 oo+ 1 3 ooo 2 5 o-o 2 3 --o 2 8 -oo 2 6 oo- 2 4 -o- 2 7 o-- ,-2.356489942777778,3.6091
Na Na Er Er P P P P S S S S S S S S S S S S 0 18 ooo 0 10 ooo 0 11 ooo 0 16 ooo 0 14 ooo 0 13 ooo 1 15 ooo 1 13 ooo 1 8 ooo 1 17 ooo 1 12 ooo 1 10 ooo 2 15 +-o 2 8 +oo 2 17 ooo 2 9 o-o 2 13 ooo 2 12 o-o 2 14 +oo 2 19 +o+ 3 18 -+o 3 11 -oo 3 16 ooo 3 19 o+o 3 10 ooo 3 14 o+o 3 12 -oo 3 9 -o- 4 16 oo+ 4 15 ooo 4 19 o++ 5 17 oo- 5 18 ooo 5 9 o-- 6 13 ooo 6 11 ooo 6 14 +oo 7 10 ooo 7 8 ooo 7 12 -oo ,-1.205765838696839,2.6057999999999995
Li Li Li Li Be Be Si Si O O O O O O O O 0 15 ooo 0 13 ooo 0 11 -oo 0 12 ooo 1 9 ooo 1 14 oo- 1 8 +o- 1 10 ooo 2 9 ooo 2 8 oo- 2 13 o-o 2 12 ooo 3 15 ooo 3 11 ooo 3 14 o-o 3 10 oo+ 4 8 ooo 4 14 ooo 4 12 o+o 4 15 ooo 5 11 ooo 5 13 ooo 5 10 o+o 5 9 ooo 6 15 o+- 6 10 -+o 6 13 ooo 6 8 oo- 7 9 o+o 7 12 ++o 7 14 ooo 7 11 ooo ,-2.9697805114583327,6.115
Ga Ga Cu Cu Cl Cl Cl Cl Cl Cl Cl Cl 0 5 ooo 0 11 o-o 0 10 ooo 0 6 o-o 1 4 -oo 1 8 ooo 1 7 -oo 1 9 ooo 2 11 --o 2 7 -o- 2 10 ooo 2 8 o-- 3 5 -oo 3 4 --o 3 6 o-o 3 9 ooo ,-1.3148972354166666,1.8316
Cs Cs Cs As As Cl Cl Cl Cl Cl Cl Cl Cl Cl 0 5 ooo 0 5 -oo 0 7 ooo 0 7 o-o 0 6 --o 0 6 ooo 0 8 o-- 0 12 -oo 0 11 --o 0 9 --- 0 10 oo- 0 13 ooo 1 6 oo+ 1 7 +o+ 1 5 oo+ 1 10 ooo 1 10 +oo 1 9 o-o 1 9 ooo 1 8 +oo 1 8 o-o 1 12 ooo 1 11 ooo 1 13 ooo 2 6 ooo 2 5 o+o 2 7 ooo 2 13 ooo 2 13 o+o 2 11 -oo 2 11 ooo 2 12 o+o 2 12 -oo 2 8 ooo 2 9 ooo 2 10 ooo 3 12 ooo 3 13 ooo 3 11 ooo 3 6 ooo 3 7 +oo 3 5 ooo 4 8 ooo 4 10 ooo 4 9 ooo 4 6 oo+ 4 5 o++ 4 7 oo+ ,-1.7059244874137935,2.6355
Tm Tm Tm Tm Tm Tm Sb Sb Sb Sb Sb Sb Sb Sb Au Au Au Au Au Au 0 18 ooo 0 19 oo- 0 17 o-o 0 16 +oo 0 6 ooo 0 12 +oo 0 13 +oo 0 7 oo- 0 11 +oo 0 10 ooo 0 9 o-- 0 8 +oo 1 17 ooo 1 16 ooo 1 18 ooo 1 19 o+o 1 10 o+o 1 8 +oo 1 9 ooo 1 11 ooo 1 7 o+o 1 6 ooo 1 13 ooo 1 12 ++o 2 14 ooo 2 15 o-o 2 19 -oo 2 18 oo+ 2 7 ooo 2 11 oo+ 2 13 oo+ 2 8 o-o 2 10 oo+ 2 12 ooo 2 9 --o 2 6 oo+ 3 19 ooo 3 18 ooo 3 14 ooo 3 15 +oo 3 12 +oo 3 6 oo+ 3 9 ooo 3 10 ooo 3 8 +oo 3 7 ooo 3 13 ooo 3 11 +o+ 4 16 ooo 4 17 -oo 4 15 oo- 4 14 o+o 4 8 ooo 4 10 o+o 4 13 o+o 4 6 -oo 4 12 o+o 4 11 ooo 4 9 -o- 4 7 o+o 5 15 ooo 5 14 ooo 5 16 ooo 5 17 oo+ 5 11 oo+ 5 7 o+o 5 9 ooo 5 12 ooo 5 6 oo+ 5 8 ooo 5 13 ooo 5 10 o++ 6 18 ooo 6 17 ooo 6 14 oo- 7 14 ooo 7 19 ooo 7 16 o-o 8 16 ooo 8 15 ooo 8 18 -oo 9 19 o+o 9 15 +oo 9 17 oo+ 10 17 o-o 10 18 ooo 10 15 o-- 11 15 oo- 11 16 ooo 11 19 -o- 12 19 -oo 12 14 ooo 12 17 --o 13 14 ooo 13 18 ooo 13 16 ooo ,-0.8363799919999998,0.5948000000000002
Ba Ba Ba Ba Fe Fe W W O O O O O O O O O O O O 0 16 ooo 0 16 -oo 0 8 ooo 0 18 ooo 0 19 o-o 0 14 ooo 0 14 oo+ 0 9 o-o 0 10 oo+ 0 10 -oo 0 13 o-o 0 12 ooo 1 13 +o- 1 17 ooo 1 17 +oo 1 18 oo- 1 12 ooo 1 15 ooo 1 15 oo- 1 19 +oo 1 11 oo- 1 11 +oo 1 8 +oo 1 9 oo- 2 18 -oo 2 18 ooo 2 14 oo+ 2 16 -oo 2 17 oo+ 2 8 oo+ 2 8 ooo 2 15 -oo 2 12 -oo 2 12 oo+ 2 11 ooo 2 10 -o+ 3 11 ooo 3 19 +oo 3 19 ooo 3 16 o+o 3 10 o+o 3 9 oo- 3 9 ooo 3 17 ooo 3 13 +oo 3 13 oo- 3 14 o+o 3 15 ooo 4 9 ooo 4 15 -oo 4 17 oo+ 4 11 ooo 4 13 ooo 4 19 ooo 5 12 ooo 5 10 ooo 5 8 +oo 5 14 ooo 5 16 ooo 5 18 oo- 6 11 ooo 6 8 ooo 6 18 ooo 6 17 ooo 6 15 ooo 6 12 ooo 7 13 +o- 7 14 ++o 7 16 o+- 7 19 +oo 7 9 oo- 7 10 o+o ,-2.639825776000001,2.5062
Li Li Li Li Cu Ni Ni Ni O O O O O O O O 0 8 ooo 0 9 o-o 0 13 ooo 0 14 o-o 0 12 ooo 0 15 o-o 1 12 ooo 1 14 o-o 1 15 +-o 1 13 +oo 1 10 +oo 1 11 o-o 2 10 oo+ 2 11 ooo 2 9 ooo 2 8 oo+ 2 12 o+o 2 15 o-+ 3 11 oo- 3 10 +oo 3 8 ooo 3 9 +o- 3 14 o-o 3 13 ++- 4 15 o-o 4 13 oo- 4 14 --o 4 12 -o- 4 8 --o 4 9 oo- 5 8 ooo 5 9 ooo 5 11 ooo 5 10 ooo 5 13 ooo 5 14 ooo 6 9 ooo 6 8 -oo 6 10 ooo 6 11 -oo 6 15 ooo 6 12 -oo 7 15 o-o 7 13 oo- 7 14 o-o 7 12 oo- 7 11 oo- 7 10 o-o ,-1.4682995752083334,0.0249000000000001
Li Li Li Co Co Si Si O O O O O O O O 0 9 oo+ 0 13 o+o 0 10 ooo 0 7 -oo 1 7 ooo 1 8 ooo 1 12 ooo 1 10 ooo 2 11 ooo 2 12 ooo 2 14 +oo 2 8 o-o 3 9 ooo 3 10 ooo 3 14 o+o 3 8 -oo 4 11 oo+ 4 12 ooo 4 13 +oo 4 7 o-o 5 11 ooo 5 7 oo- 5 8 ooo 5 9 ooo 6 13 ooo 6 14 ooo 6 12 ooo 6 10 ooo ,-2.4077695506666674,0.2335
Y Y Zr Zr F F F F F F F F F F F F F F 0 4 ooo 0 5 ooo 0 6 ooo 0 8 ooo 0 16 ooo 0 10 ooo 0 14 ooo 0 12 ooo 1 5 ooo 1 4 -oo 1 7 -oo 1 9 ooo 1 17 ooo 1 11 ooo 1 15 ooo 1 13 ooo 2 12 oo- 2 14 ooo 2 11 ooo 2 7 o+o 2 9 o+o 2 17 +oo 3 13 oo+ 3 15 ooo 3 10 -oo 3 6 o-o 3 8 --o 3 16 ooo ,-4.21791039324074,5.9222
Sr Sr Sr La Co Co O O O O O O O O 0 6 ooo 0 8 ooo 0 8 oo- 0 9 +oo 0 9 o-o 0 11 ooo 0 10 oo- 0 13 ooo 0 12 oo- 1 9 ooo 1 7 oo- 1 7 ooo 1 6 o+o 1 6 -oo 1 11 ooo 1 10 oo- 1 12 oo- 1 13 ooo 2 8 ooo 2 6 ooo 2 6 oo+ 2 7 o-o 2 7 +oo 2 10 o-o 2 13 o-o 2 11 +oo 2 12 +oo 3 7 ooo 3 11 o+o 3 12 o+o 3 10 -oo 3 13 -oo 3 9 oo+ 3 9 ooo 3 8 o+o 3 8 -oo 4 12 ooo 4 13 ooo 4 11 ooo 4 10 ooo 4 8 ooo 4 7 ooo 5 13 o-o 5 12 +o- 5 10 o-- 5 11 +oo 5 6 ooo 5 9 +-o ,-2.5595615682142863,0.0816999999999996
Ba Ba Y Y Cu Cu Te Te Te Te Te Te 0 7 o-o 0 7 +oo 0 8 o-o 0 8 +oo 0 9 +oo 0 9 o-o 0 10 ooo 0 6 oo- 1 11 -oo 1 11 o+o 1 10 -oo 1 10 o+o 1 6 -oo 1 6 o+o 1 8 ooo 1 9 oo+ 2 10 ooo 2 10 --o 2 8 --o 2 8 ooo 2 11 -oo 2 7 o-o 3 9 --o 3 9 ooo 3 6 --- 3 6 oo- 3 7 o-o 3 11 -o- 4 10 ooo 4 6 ooo 4 11 o+o 4 11 -oo 5 9 ooo 5 8 ooo 5 7 +oo 5 7 o-o ,-1.4585539169444448,0.5313999999999997
Y Y Y Y Mn Mn S S S S S S S S 0 12 +oo 0 12 o-o 0 10 o+o 0 10 -oo 0 6 o+o 0 6 -oo 0 8 ooo 1 13 o+o 1 13 -oo 1 11 o-o 1 11 +oo 1 7 +oo 1 7 o-o 1 9 ooo 2 12 ooo 2 9 -oo 2 9 o+o 2 11 ooo 2 6 o+o 2 6 -oo 3 13 ooo 3 8 o-- 3 8 +o- 3 10 oo- 3 7 o-o 3 7 +oo 4 12 ooo 4 10 -oo 4 10 o+o 4 8 o+o 4 8 -oo 4 7 oo+ 5 13 ooo 5 11 +oo 5 11 o-o 5 9 o-o 5 9 +oo 5 6 ooo ,-1.8958966326806248,0.1104000000000002
Na La La Ta Ti Ti O O O O O O O O O O 0 6 o-o 0 6 ooo 0 7 +oo 0 7 ooo 1 15 ooo 1 15 o+o 1 14 ooo 1 14 +oo 1 10 ooo 1 10 +oo 1 13 ooo 1 13 o+o 1 13 +oo 1 13 ++o 1 11 ooo 1 11 o+o 2 9 o-o 2 9 ooo 2 8 -oo 2 8 ooo 2 12 --o 2 12 o-o 2 12 -oo 2 12 ooo 2 14 oo+ 2 14 +o+ 2 15 oo+ 2 15 o++ 3 7 ooo 3 11 -oo 3 11 ooo 3 10 o-o 3 10 ooo 3 13 ooo 4 12 --o 4 15 -o+ 4 15 oo+ 4 14 o-+ 4 14 oo+ 4 13 oo+ 5 6 ooo 5 8 ooo 5 8 o+o 5 9 ooo 5 9 +oo ,-3.51299483395115,2.3999
Li Li Li Li Fe Bi Te Te O O O O O O O O O O O O 0 18 o-o 0 16 o-o 0 8 ooo 0 10 ooo 0 9 ooo 0 12 ooo 1 9 ooo 1 19 o-o 1 17 o-o 1 13 ooo 1 11 ooo 1 8 oo+ 2 15 +oo 2 13 ooo 2 11 +oo 2 19 ooo 3 10 -oo 3 12 ooo 3 14 -oo 3 15 ooo 3 16 -oo 3 18 ooo 4 15 ooo 4 16 ooo 4 13 ooo 4 10 ooo 4 9 ooo 4 12 ooo 5 18 +-o 5 8 ooo 5 11 +o- 5 19 o-- 5 14 o-o 5 17 +-- 6 9 ooo 6 10 -oo 6 16 --o 6 15 o-o 6 19 --o 6 18 o-o 7 12 ooo 7 17 oo- 7 14 ooo 7 13 oo- 7 8 ooo 7 11 oo- ,-1.765740164666667,0.9098000000000002
Na Na Na Na S S O O O O O O 0 6 o+o 0 8 -oo 0 7 ooo 0 10 ooo 0 11 ooo 0 9 ooo 0 4 oo+ 1 7 ooo 1 11 --o 1 8 --o 1 10 ooo 1 9 o-o 1 6 -oo 2 9 o-o 2 10 +oo 2 11 ooo 2 8 ooo 2 7 ooo 2 6 ooo 2 5 oo- 3 7 oo- 3 11 --o 3 10 ooo 3 8 --- 3 6 -o- 3 9 o-o 4 10 ooo 4 11 ooo 4 9 ooo 5 8 ooo 5 7 ooo 5 6 ooo ,-2.1106225952047417,5.0166
K K Ga Ga Te Te Te Te 0 4 ooo 0 7 o-o 0 5 oo- 0 6 +o+ 1 6 o-o 1 5 -o- 1 7 --- 1 4 ooo 2 4 ooo 2 7 -oo 2 6 ooo 2 5 o+o 3 6 ooo 3 5 oo- 3 4 oo- 3 7 ooo ,-0.8830337788750002,1.7035
Ga Ga Ga Ga H H H H O O O O O O O O 0 10 -oo 0 10 ooo 0 9 ooo 0 14 ooo 0 14 -oo 0 12 ooo 1 11 -oo 1 11 ooo 1 8 o-o 1 15 o-o 1 15 --o 1 13 oo+ 2 8 +oo 2 8 ooo 2 11 ooo 2 12 ooo 2 12 +oo 2 14 ooo 3 9 ooo 3 9 +oo 3 10 o+o 3 13 o+o 3 13 ++o 3 15 oo- 4 12 ooo 4 8 o-o 5 13 ooo 5 9 ooo 6 14 ooo 6 10 o+o 7 15 ooo 7 11 ooo ,-1.899200654375,3.2571000000000003
Si Si Si Si O O O O O O O O 0 10 +o+ 0 9 oo+ 0 6 o-o 0 4 +oo 1 11 ooo 1 6 ooo 1 9 ooo 1 5 ooo 2 10 o+o 2 7 ooo 2 8 o+o 2 5 -oo 3 11 oo+ 3 8 ooo 3 7 oo+ 3 4 ooo ,-3.256908246666667,5.563
Ba Ba Na Na P P O O O O O O O O 0 10 o-o 0 11 +oo 0 9 ooo 0 7 ooo 0 8 ooo 0 6 ooo 0 12 ++o 0 12 ooo 0 12 +oo 0 13 +oo 0 13 o-o 0 13 ooo 1 13 ooo 1 7 -oo 1 7 ooo 1 8 o+o 1 8 ooo 1 6 o+o 1 6 -oo 1 9 oo- 1 10 oo- 1 11 oo- 2 11 +oo 2 10 o-o 2 9 ooo 2 8 oo+ 2 7 oo+ 2 6 oo+ 3 12 ooo 3 9 --o 3 9 ooo 3 10 --o 3 10 o-o 3 11 ooo 3 11 o-o 4 12 ooo 4 6 -oo 4 7 --o 4 8 ooo 5 10 ooo 5 11 ooo 5 9 ooo 5 13 ooo ,-3.007455521412151,4.6115
Na Na Ag Ag F F F F F F F F 0 10 --- 0 11 ooo 0 7 oo- 0 9 ooo 0 8 -o- 0 5 ooo 0 4 o-o 0 6 oo- 1 9 oo- 1 7 ++o 1 10 ooo 1 11 oo- 1 5 +oo 1 8 oo- 1 6 o+- 1 4 ooo 2 5 o-o 2 8 ooo 2 4 o-o 2 6 ooo 3 7 ooo 3 10 -oo 3 11 -oo 3 9 ooo ,-1.980873636369732,1.4238
K K K K K K K K K K Cu Cu As As As As 0 12 ooo 0 14 ooo 0 14 -oo 0 14 o+o 1 13 oo- 1 15 ooo 1 15 +oo 1 15 o-o 2 14 ooo 2 12 ooo 2 12 +oo 2 12 o-o 3 15 oo+ 3 13 ooo 3 13 o+o 3 13 -oo 4 15 o-o 4 15 ooo 4 15 --o 5 14 -oo 5 14 --o 5 14 ooo 6 13 -oo 6 13 --o 6 13 ooo 7 12 o-o 7 12 ooo 7 12 --o 8 11 ooo 8 11 o+o 8 11 -oo 9 10 ooo 9 10 +oo 9 10 o-o 10 12 ooo 10 15 ooo 11 13 ooo 11 14 ooo ,-0.3421186362499999,0.2525999999999999
K K Cr Cu F F F F F F 0 6 -oo 0 6 oo- 0 9 ooo 0 9 oo- 0 4 ooo 0 4 o-o 0 5 -oo 0 5 o-o 0 8 o-o 0 8 oo- 0 7 -oo 0 7 ooo 1 4 +oo 1 4 oo+ 1 5 ooo 1 5 oo+ 1 6 ooo 1 6 o+o 1 9 +oo 1 9 o+o 1 7 o+o 1 7 oo+ 1 8 +oo 1 8 ooo 2 7 -oo 2 8 o-- 2 9 oo- 2 5 --o 2 4 o-o 2 6 -o- 3 7 ooo 3 8 ooo 3 9 ooo 3 5 ooo 3 4 ooo 3 6 ooo ,-2.7163559541,0.6825999999999999
Cr Cr Cr Cr Cd Cd Se Se Se Se Se Se S S 0 13 ooo 0 7 ooo 0 6 ooo 0 11 oo+ 0 10 ooo 0 9 ooo 1 12 o+o 1 6 o+o 1 7 o+o 1 11 ooo 1 10 oo- 1 8 ooo 2 13 ooo 2 12 ooo 2 7 ooo 2 11 ooo 2 9 oo- 2 8 ooo 3 13 -oo 3 12 -oo 3 6 -oo 3 10 ooo 3 8 oo+ 3 9 ooo 4 11 -oo 4 10 ooo 4 9 o+o 4 8 ooo 5 13 oo- 5 12 o+o 5 7 ++o 5 6 o+- ,-0.8636050071651776,0.694
Li Li Li Li Li Li Mn Mn Co Co O O O O O O O O O O 0 10 oo- 0 12 +oo 0 16 ooo 0 14 oo- 0 18 +oo 0 15 ooo 1 19 o-o 1 11 ooo 1 13 ooo 1 17 ooo 1 10 ooo 1 16 oo+ 2 12 o-o 2 17 -oo 2 13 ooo 2 15 --o 2 19 o-o 2 11 -oo 3 18 oo+ 3 17 -oo 3 14 ooo 3 16 oo+ 3 10 -oo 3 13 ooo 4 11 o+o 4 19 ooo 4 15 ooo 4 12 ooo 4 18 ooo 4 14 oo- 5 11 -oo 5 19 ooo 5 15 -oo 5 13 ooo 5 10 -oo 5 18 ooo 6 19 ooo 6 13 ooo 6 17 o+o 6 15 ooo 6 14 ooo 6 10 ooo 7 11 ooo 7 15 ooo 7 12 o-o 7 13 ooo 7 16 ooo 7 18 ooo 8 10 -oo 8 19 ooo 8 16 o++ 8 17 -+o 8 14 ooo 8 12 oo+ 9 18 +oo 9 11 ooo 9 14 o-- 9 12 +-o 9 16 ooo 9 17 oo- ,-1.956529068793104,1.6718000000000002
Y Y P P O O O O O O O O 0 10 ooo 0 5 oo- 0 9 oo- 0 6 ooo 0 11 ooo 0 4 oo- 0 7 o+o 0 8 -o- 1 8 ooo 1 7 ooo 1 11 ooo 1 4 ooo 1 6 ooo 1 9 ooo 1 10 o-o 1 5 +oo 2 10 ooo 2 5 ooo 2 6 -oo 2 9 o+o 3 8 -o- 3 7 -oo 3 11 ooo 3 4 --- ,-3.484510136666666,5.816700000000001
Na La Se Se 0 2 oo- 0 2 ooo 0 3 ooo 0 3 --o 0 3 -oo 0 3 o-o 1 3 oo+ 1 3 ooo 1 2 o+o 1 2 ++o 1 2 +oo 1 2 ooo ,-1.9110781940598056,1.1185
