SLICES,eform,bandgap
Cs Yb Br Br Br 0 4 ooo 0 4 oo- 0 4 -o- 0 4 -oo 0 3 o-o 0 3 ooo 0 3 -oo 0 3 --o 0 2 o-- 0 2 o-o 0 2 ooo 0 2 oo- 1 4 o+o 1 4 ooo 1 2 +oo 1 2 ooo 1 3 oo+ 1 3 ooo ,-2.345942706086207,4.397
Ca Ca Ga Ga Ga Ga P P P P 0 9 --o 0 9 ooo 0 9 o-o 0 8 ooo 0 8 --o 0 8 -oo 1 7 ooo 1 7 --o 1 7 -oo 1 6 oo- 1 6 --- 1 6 o-- 2 8 -oo 2 8 o+o 2 8 ooo 2 5 ooo 3 9 o-o 3 9 +oo 3 9 ooo 3 4 ooo 4 6 +oo 4 6 o-o 4 6 ooo 5 7 -oo 5 7 o+o 5 7 ooo ,-0.6729073813333329,0.2246000000000005
Be Be Be Be Be Be H H H H H H H H H H H H 0 15 ooo 0 14 o-- 0 17 o-o 0 7 ooo 1 8 o-o 1 9 oo+ 1 6 ooo 1 16 o-o 2 15 ooo 2 9 -oo 2 11 o-- 2 12 ooo 3 17 o-o 3 16 o-o 3 10 ooo 3 13 ooo 4 6 o+o 4 7 o+o 4 12 ooo 4 11 ooo 5 14 +oo 5 8 ooo 5 13 o++ 5 10 ooo ,-0.1664982727777777,5.398300000000001
Tb Tb Tb Tb Cr Cr Cr Cr Se Se Se Se Se Se Se Se Se Se Se Se 0 14 +oo 0 14 ooo 0 11 ooo 0 18 +oo 0 18 ooo 0 17 +oo 0 17 ooo 0 15 ooo 0 8 ooo 1 15 -oo 1 15 ooo 1 10 ooo 1 19 -oo 1 19 ooo 1 16 -oo 1 16 ooo 1 14 ooo 1 9 ooo 2 12 ooo 2 12 -oo 2 9 o+o 2 16 ooo 2 16 -oo 2 19 -+o 2 19 o+o 2 13 o++ 2 10 ooo 3 13 +oo 3 13 ooo 3 8 o-o 3 17 +oo 3 17 ooo 3 18 +-o 3 18 o-o 3 12 o-- 3 11 ooo 4 8 ooo 4 16 ooo 4 9 o+o 4 9 ++o 4 14 +oo 4 14 ooo 5 9 ooo 5 17 ooo 5 8 --o 5 8 o-o 5 15 ooo 5 15 -oo 6 10 oo- 6 18 ooo 6 11 ooo 6 11 -oo 6 12 -o- 6 12 oo- 7 11 oo+ 7 19 ooo 7 10 +oo 7 10 ooo 7 13 +o+ 7 13 oo+ ,-1.4501692209062491,0.1139999999999998
Sm Sm H H H H H H O O O O O O 0 11 +oo 0 11 ooo 0 13 +oo 0 13 ooo 0 12 +oo 0 12 ooo 0 10 ooo 0 8 oo+ 0 9 o+o 1 8 ooo 1 8 -oo 1 10 ooo 1 10 -oo 1 9 -oo 1 9 ooo 1 13 ooo 1 11 oo- 1 12 o-o 2 8 ooo 3 9 ooo 4 10 ooo 5 11 ooo 6 12 ooo 7 13 ooo ,-2.223575312142857,4.096500000000001
Li Li Li Li Cu Cu Cu Cu Cu Cu Cu Cu S S S S S S 0 15 ooo 0 14 o++ 0 14 +o+ 0 17 ++o 1 16 o-o 1 16 -oo 1 13 ooo 1 12 o-o 1 12 -oo 2 13 +oo 2 13 o+o 2 16 ooo 2 17 o+o 2 17 +oo 3 14 ooo 3 15 -o- 3 15 o-- 3 12 --o 4 14 oo+ 4 17 +oo 4 17 o+o 5 13 ooo 5 17 o+o 5 17 +oo 6 12 ooo 6 13 o+o 6 13 +oo 7 14 +oo 7 14 o+o 7 12 ooo 8 15 -oo 8 15 o-o 8 17 ooo 9 17 ooo 9 16 -oo 9 16 o-o 10 16 ooo 10 12 -oo 10 12 o-o 11 15 oo- 11 12 -oo 11 12 o-o ,-0.6719921467824079,0.1163999999999996
Ba Ba Ba H H H H H H H H H H H H Ir Ir 0 12 o-o 0 12 --o 0 9 -o- 0 9 oo- 0 14 o-o 0 14 ooo 0 11 -o- 0 11 --- 0 13 ooo 0 13 --o 0 10 oo- 0 10 --- 1 13 ooo 1 12 o-o 1 14 +oo 1 5 ooo 1 5 +oo 1 4 ooo 1 4 o-o 1 3 o-o 1 3 +oo 1 6 ooo 1 7 ooo 1 8 ooo 2 10 ooo 2 9 o+o 2 11 -oo 2 7 ooo 2 7 o+o 2 8 ooo 2 8 -oo 2 6 -oo 2 6 o+o 2 3 ooo 2 4 ooo 2 5 ooo 3 16 ooo 4 16 ooo 5 16 ooo 6 15 ooo 7 15 ooo 8 15 ooo 9 15 ooo 10 15 ooo 11 15 ooo 12 16 ooo 13 16 ooo 14 16 ooo ,-0.6766220017647062,3.2081
K K K K Na Na As As 0 6 oo- 0 7 -oo 0 7 o+o 0 7 ooo 0 4 ooo 0 4 ++o 0 4 o+o 0 3 o+- 0 3 -o- 0 3 oo- 0 1 ooo 1 6 ooo 1 7 o+o 1 7 -oo 1 7 ooo 1 4 ooo 1 4 ++o 1 4 o+o 1 2 -oo 1 2 o+o 1 2 ooo 2 7 ooo 2 6 o-o 2 6 +oo 2 6 ooo 2 5 ++o 2 5 ooo 2 5 +oo 2 3 ooo 3 7 oo+ 3 6 +oo 3 6 o-o 3 6 ooo 3 5 ooo 3 5 ++o 3 5 +oo 4 7 ooo 4 7 --o 4 7 -oo 5 6 ooo 5 6 --o 5 6 o-o ,-0.367731069387931,0.1469
K K Na Y Cl Cl Cl Cl Cl Cl 0 4 o+o 0 4 oo+ 0 5 o+o 0 5 +oo 0 8 o+o 0 8 ooo 0 9 oo+ 0 9 ooo 0 7 +oo 0 7 oo+ 0 6 ooo 0 6 +oo 1 6 o-o 1 6 oo- 1 8 -oo 1 8 oo- 1 5 ooo 1 5 oo- 1 7 ooo 1 7 o-o 1 9 -oo 1 9 o-o 1 4 ooo 1 4 -oo 2 4 ooo 2 6 ooo 2 8 ooo 2 9 ooo 2 7 ooo 2 5 ooo 3 6 o-- 3 8 -o- 3 9 --o 3 4 -oo 3 5 oo- 3 7 o-o ,-2.4243685349218387,4.9652
Cs Cs K Cr Cl Cl Cl Cl Cl Cl 0 7 -oo 0 7 oo- 0 8 oo- 0 8 ooo 0 5 oo- 0 5 o-o 0 4 -oo 0 4 ooo 0 9 o-o 0 9 -oo 0 6 ooo 0 6 o-o 1 5 +oo 1 5 ooo 1 6 oo+ 1 6 +oo 1 9 ooo 1 9 oo+ 1 8 o+o 1 8 +oo 1 4 oo+ 1 4 o+o 1 7 o+o 1 7 ooo 2 5 ooo 2 7 ooo 2 8 ooo 2 9 ooo 2 4 ooo 2 6 ooo 3 7 -o- 3 5 o-- 3 9 --o 3 8 oo- 3 4 -oo 3 6 o-o ,-2.0430038648862068,1.5968
K K Bi Bi P P P P Se Se Se Se Se Se Se Se Se Se Se Se 0 9 o-o 0 9 ooo 0 13 ooo 0 16 -oo 0 12 ooo 0 11 -oo 0 19 -oo 0 15 -oo 0 10 -oo 1 16 o+o 1 16 ooo 1 11 ooo 1 9 ooo 1 19 ooo 1 13 ooo 1 12 ooo 1 14 ooo 1 18 ooo 2 8 oo+ 2 14 o-o 2 18 o-+ 2 13 ooo 2 10 -oo 2 12 oo+ 2 17 ooo 3 17 +o- 3 15 o+o 3 10 o+- 3 11 ooo 3 18 ooo 3 19 oo- 3 8 ooo 4 19 ooo 4 10 ooo 4 8 oo+ 4 7 ooo 5 12 ooo 5 18 ooo 5 17 oo- 5 6 ooo 6 9 ooo 6 11 -oo 6 15 -+o 7 16 ooo 7 13 ooo 7 14 o-o ,-0.6792637158729165,1.7796000000000003
Ba Sn Sn 0 2 o-o 0 2 ooo 0 2 --o 0 1 -oo 0 1 ooo 0 1 --o 1 2 oo+ 1 2 o-+ 1 2 +o+ ,-0.584302603333334,0.0373999999999998
In Ga Ag Ag Te Te Te Te 0 7 ooo 0 5 oo- 0 4 oo- 0 6 ooo 1 7 ooo 1 5 -oo 1 4 ooo 1 6 o+o 2 6 +oo 2 4 o-o 2 5 ooo 2 7 ooo 3 6 ooo 3 4 o-- 3 5 -o- 3 7 --o ,-0.4979878651041662,1.0657
Li Li Li Li Li Sb S 0 5 -oo 0 5 o-o 0 5 ooo 0 5 --o 0 3 -oo 0 3 ooo 0 2 o-o 0 2 ooo 0 1 ooo 0 1 o-o 0 4 ooo 0 4 -oo 1 6 ooo 1 6 o+o 1 5 -oo 1 5 ooo 2 6 oo+ 2 6 o++ 2 5 -oo 2 5 ooo 3 6 oo+ 3 6 +o+ 3 5 o-o 3 5 ooo 4 6 ooo 4 6 +oo 4 5 o-o 4 5 ooo ,-0.9842453128273811,0.6476000000000002
K K K Rh F F F F F F 0 4 ooo 0 5 o-- 0 6 o-- 0 7 ooo 0 9 ooo 0 8 o-- 1 7 ooo 1 6 -oo 1 8 ooo 1 9 -oo 1 5 ooo 1 4 -oo 2 4 -oo 2 5 o-o 2 8 o-- 2 9 -o+ 2 7 ooo 2 6 --o 3 5 o-- 3 4 -oo 3 6 --- 3 7 ooo 3 8 o-- 3 9 -oo ,-2.5810365034,2.0825
K K Pt C C 0 3 ++o 0 3 ooo 0 3 o+o 0 2 ++o 0 2 ooo 0 2 o+o 1 4 ooo 1 4 ++o 1 4 +oo 1 2 oo+ 1 2 +++ 1 2 +o+ 2 3 ooo 2 4 oo- 3 4 ooo ,-0.0914878431999994,1.6843
K K Zr P P O O O O O O O O 0 5 ooo 0 12 ooo 0 10 o+o 0 11 -oo 0 6 -oo 0 6 o+o 0 6 ooo 1 6 ooo 1 9 ooo 1 7 o-o 1 8 +oo 1 5 +oo 1 5 o-o 1 5 ooo 2 8 ooo 2 11 --- 2 12 oo- 2 9 --o 2 7 o-o 2 10 -o- 3 5 ooo 3 7 ooo 3 8 ooo 3 9 ooo 4 6 ooo 4 10 ooo 4 11 ooo 4 12 ooo ,-3.0177589132820515,4.5301
Rb Rb Sn Hg Te Te Te Te 0 4 o-o 0 4 --o 0 6 oo+ 0 6 ooo 0 5 ooo 0 5 o-o 0 7 o-o 0 7 +o+ 1 4 -oo 1 4 --o 1 7 oo+ 1 7 ooo 1 5 ooo 1 5 -oo 1 6 -oo 1 6 o++ 2 5 oo- 2 7 ooo 2 6 ooo 2 4 ooo 3 4 --o 3 6 ooo 3 7 ooo 3 5 --- ,-0.7762874006249998,1.0803999999999996
Bi Bi Bi Bi Ir Ir Ir Ir S S S S 0 8 -o+ 0 7 o++ 0 5 -oo 0 6 ooo 1 9 o+- 1 7 ++o 1 4 ooo 1 6 oo- 2 10 +-o 2 4 o-o 2 5 ooo 2 7 +o+ 3 11 ooo 3 5 -oo 3 4 o-o 3 6 oo- 4 9 o+o 4 10 ooo 4 11 ooo 5 8 ooo 5 10 +oo 5 11 ooo 6 8 oo+ 6 11 ooo 6 9 ooo 7 9 oo- 7 10 o-o 7 8 -oo ,-0.4193726577083332,0.795799999999999
K K K K Zn As As 0 5 oo+ 0 5 o+o 0 5 +oo 0 4 oo+ 0 4 o+o 0 4 +oo 1 5 ooo 1 6 --o 1 6 o-- 1 6 -o- 2 6 ooo 2 5 ++o 2 5 o++ 2 5 +o+ 3 6 oo- 3 6 -oo 3 6 o-o 3 4 ++o 3 4 o++ 3 4 +o+ 4 5 ooo 4 6 --- ,-0.4557927788571427,0.8536999999999999
K K In In Br Br Br Br Br Br 2 6 ooo 2 8 ooo 2 7 ooo 2 4 ooo 2 9 ooo 2 5 ooo 3 7 o-o 3 5 oo- 3 6 o-- 3 9 --o 3 4 -oo 3 8 -o- ,-1.4573560211,0.9085
Eu Eu Hf Zr O O O O O O 0 4 ooo 0 4 -oo 0 9 ooo 0 9 oo- 0 7 ooo 0 7 o-o 0 6 -oo 0 6 oo- 0 8 -oo 0 8 o-o 0 5 oo- 0 5 o-o 1 4 oo+ 1 4 o+o 1 7 oo+ 1 7 +oo 1 9 o+o 1 9 +oo 1 8 oo+ 1 8 ooo 1 5 +oo 1 5 ooo 1 6 o+o 1 6 ooo 2 4 -oo 2 9 oo- 2 5 o-- 2 7 o-o 2 8 --o 2 6 -o- 3 5 ooo 3 8 ooo 3 6 ooo 3 9 ooo 3 7 ooo 3 4 ooo ,-3.632585352,0.3481000000000005
Ba Ba P P P P P P 0 4 +oo 0 4 +o- 0 7 o+o 0 7 o+- 0 2 oo+ 0 2 ooo 0 6 ooo 0 6 o+o 0 5 ooo 0 5 +oo 1 6 -oo 1 6 -o+ 1 5 o-o 1 5 o-+ 1 3 oo- 1 3 ooo 1 7 ooo 1 7 -oo 1 4 ooo 1 4 o-o 2 6 ooo 2 5 ooo 2 3 oo- 3 7 ooo 3 4 ooo 4 5 ooo 6 7 ooo ,-0.6662240812500002,0.5677000000000003
P P P P P P P P Ru Ru 0 7 -oo 0 6 ooo 0 9 ooo 0 8 ooo 1 6 ooo 1 7 ooo 1 8 o+o 1 9 ++o 2 5 +oo 2 4 ooo 2 9 +++ 2 8 o+o 3 4 ooo 3 5 ooo 3 8 ooo 3 9 oo+ 4 9 +o+ 4 6 oo+ 5 8 o+o 5 7 -oo 6 9 o+o 7 8 ooo ,-0.4313108356666667,0.8204000000000002
Si Si C C C C N N N N N N N N 0 11 ooo 0 9 ooo 0 10 ooo 0 7 ooo 1 13 -oo 1 6 o-o 1 12 oo- 1 8 --- 2 11 ooo 2 13 ooo 3 12 ooo 3 10 ooo 4 7 ooo 4 8 ooo 5 9 ooo 5 6 ooo ,-0.398912776428572,4.2782
Li Li Li Li Ge Ge F F F F F F F F F F F F 0 13 --o 0 12 ooo 0 10 -oo 0 6 o-o 0 15 -oo 0 16 o-o 1 14 ooo 1 11 ooo 1 8 oo+ 1 9 oo+ 1 17 ooo 1 7 ooo 2 16 ooo 2 15 ooo 2 9 ooo 2 8 ooo 2 12 ooo 2 13 ooo 3 17 ooo 3 7 --o 3 10 -oo 3 6 o-o 3 14 -oo 3 11 o-o 4 14 -o- 4 11 o-- 4 15 -oo 4 16 o-o 4 8 ooo 4 9 --o 5 17 ooo 5 13 ooo 5 12 ooo 5 7 ooo 5 6 ooo 5 10 ooo ,-3.018082091296296,5.7562
Cd Ga Ga Se Se Se Se 0 4 o-o 0 5 ooo 0 6 --- 0 3 -o- 1 6 ooo 1 3 -o- 1 5 o+o 1 4 oo+ 2 5 oo- 2 4 ooo 2 3 oo- 2 6 ooo ,-0.8906563577678567,1.3487
Tm Tm Tm Tm Cu Cu Cu Cu S S S S S S S S 0 9 -oo 0 9 ooo 0 11 ooo 0 15 ooo 0 15 -oo 0 12 oo- 1 8 ooo 1 8 +oo 1 10 ooo 1 12 ooo 1 12 +oo 1 15 oo+ 2 11 ooo 2 11 +oo 2 9 o-o 2 13 o-o 2 13 +-o 2 14 ooo 3 10 ooo 3 10 -oo 3 8 o+o 3 14 -+o 3 14 o+o 3 13 ooo 4 8 ooo 4 15 -o+ 4 15 oo+ 4 12 o-o 5 10 ooo 5 13 ooo 5 13 +oo 5 14 ooo 6 9 ooo 6 12 oo- 6 12 +o- 6 15 o+o 7 11 ooo 7 14 ooo 7 14 -oo 7 13 ooo ,-1.6229396026041671,1.6667000000000003
Ba Ba Zn Zn S S O O 0 6 +oo 0 6 o-o 0 7 +o+ 0 7 o-+ 0 5 o-o 0 5 +oo 0 4 oo+ 0 4 ooo 1 7 o+o 1 7 -oo 1 6 -oo 1 6 o+o 1 4 o+o 1 4 -oo 1 5 ooo 1 5 oo- 2 7 ooo 2 6 ooo 2 4 -oo 2 4 o+o 3 6 ooo 3 7 oo+ 3 5 o-o 3 5 +oo ,-2.0780484457812505,2.2367
Li Li Li Li Mn Mn Co Co O O O O O O O O 0 14 o-o 0 15 ooo 0 8 oo- 0 11 ooo 0 12 ooo 0 13 ooo 1 13 +oo 1 15 ooo 1 10 +-o 1 14 o-o 1 9 o-o 1 12 +oo 2 8 -oo 2 12 oo+ 2 9 -oo 2 11 oo+ 2 10 ooo 2 15 -o+ 3 13 o+o 3 10 ooo 3 11 oo+ 3 8 ooo 3 9 ooo 3 14 ooo 4 12 o+o 4 15 ooo 4 11 ooo 4 14 ooo 4 9 oo- 4 10 ooo 5 13 +oo 5 14 ooo 5 15 ooo 5 10 +oo 5 8 ooo 5 11 +oo 6 8 -oo 6 11 o-+ 6 9 --o 6 12 oo+ 6 13 ooo 6 14 --+ 7 9 o-o 7 10 ooo 7 8 ooo 7 13 ooo 7 12 oo+ 7 15 ooo ,-1.893582444324713,0.5842
Gd Gd Cu Ge Ge Ge Ge O O O O O O O O O O O O 0 7 ooo 0 18 +oo 0 11 ooo 0 14 +oo 0 12 +oo 0 17 o+o 0 16 ooo 1 8 ooo 1 17 -oo 1 12 ooo 1 13 -oo 1 11 -oo 1 18 o-o 1 15 ooo 2 7 --- 2 8 ooo 2 14 o-- 2 13 -oo 3 12 ooo 3 7 ooo 3 10 oo+ 3 15 ooo 4 11 ooo 4 8 ooo 4 9 oo- 4 16 ooo 5 14 o-o 5 17 ooo 5 9 ooo 5 15 ooo 6 13 o+o 6 18 ooo 6 10 ooo 6 16 ooo ,-2.491866265789473,0.726
Cs Cs Cs Li Cl Cl Cl Cl 0 4 +oo 0 4 o-o 0 5 +oo 0 5 o-o 0 5 ooo 0 6 o-+ 0 6 +o+ 1 4 +-o 1 4 +oo 1 4 o-o 1 7 +oo 1 7 o-o 1 5 o-o 1 5 +oo 2 4 o-o 2 4 +oo 2 7 +oo 2 7 o-o 2 7 ooo 2 6 o-o 2 6 +oo 3 5 oo- 3 7 ooo 3 6 +oo 3 6 o-o ,-2.1694539196408043,4.7641
K K Li In F F F F F F 0 7 +oo 0 7 oo+ 0 9 oo+ 0 9 ooo 0 8 o+o 0 8 ooo 0 6 +oo 0 6 ooo 0 5 +oo 0 5 o+o 0 4 o+o 0 4 oo+ 1 5 ooo 1 5 oo- 1 6 oo- 1 6 o-o 1 8 oo- 1 8 -oo 1 4 -oo 1 4 ooo 1 9 -oo 1 9 o-o 1 7 o-o 1 7 ooo 2 5 ooo 2 6 ooo 2 9 ooo 2 4 ooo 2 8 ooo 2 7 ooo 3 9 --o 3 6 o-- 3 7 o-o 3 8 -o- 3 5 oo- 3 4 -oo ,-3.0268032914333336,5.3038
Li Li Li Li V V F F F F F F F F 0 8 -oo 0 8 ooo 0 7 o-o 0 9 -oo 1 11 +oo 1 11 ooo 1 9 o+o 1 7 +oo 2 12 +oo 2 12 ooo 2 10 o-o 2 6 +o- 3 13 -oo 3 13 ooo 3 6 o+o 3 10 -o+ 4 8 ooo 4 13 ooo 4 6 +oo 4 6 ooo 4 7 +oo 4 7 ooo 5 11 ooo 5 12 ooo 5 10 -oo 5 10 ooo 5 9 -oo 5 9 ooo ,-3.058384466666667,2.6698000000000004
Mn Mn Mn Mn Mn Mn O O O O O O O O O O O O 0 15 ooo 0 14 -oo 0 12 ooo 0 12 oo+ 0 13 -oo 0 13 -o+ 1 16 o-o 1 17 ooo 1 11 oo- 1 11 ooo 1 10 o-- 1 10 o-o 2 6 ooo 2 9 o+o 2 9 o++ 2 16 oo+ 2 16 ooo 2 11 o+o 3 7 ooo 3 8 o-o 3 8 o-+ 3 17 ooo 3 17 oo+ 3 10 o-o 4 8 ooo 4 6 -oo 4 6 -o- 4 15 oo- 4 15 ooo 4 13 -oo 5 9 ooo 5 7 +oo 5 7 +o- 5 14 ooo 5 14 oo- 5 12 +oo ,-1.798745075421457,1.528
Ba Ba Sr Sr Eu Eu W W O O O O O O O O O O O O 0 18 ooo 0 19 ooo 0 12 oo- 0 13 oo- 0 8 ooo 0 8 o+o 0 9 +o- 0 9 oo- 1 17 o-o 1 15 o-- 1 16 -oo 1 14 -o- 1 8 ooo 1 8 -oo 1 9 o-- 1 9 oo- 2 10 ooo 2 14 ooo 2 13 ooo 2 15 o-o 2 12 o-o 2 8 oo+ 3 11 ooo 3 18 -oo 3 17 ooo 3 16 -oo 3 19 ooo 3 9 oo- 4 18 ooo 4 12 ooo 4 19 ooo 4 13 ooo 4 11 ooo 4 11 +oo 4 10 o+o 4 10 ooo 5 16 -oo 5 17 o-o 5 15 o-o 5 14 -oo 5 10 ooo 5 10 -oo 5 11 ooo 5 11 o-o 6 10 ooo 6 17 o-o 6 16 ooo 6 18 o-o 6 19 ooo 6 8 ooo 7 11 ooo 7 13 ooo 7 12 -oo 7 14 -oo 7 15 ooo 7 9 ooo ,-2.9146899656666663,0.2422000000000004
Co Co F F F F F F 0 7 +oo 0 6 ooo 0 2 ooo 0 2 +oo 0 5 +oo 0 4 ooo 1 4 ooo 1 5 +-- 1 3 o-o 1 3 +-o 1 6 o-o 1 7 +o- ,-2.148189506875001,1.6382
La La La La Sc Sc Sc Sc S S S S S S S S S S S S 0 17 ooo 0 18 ooo 0 11 ooo 0 15 ooo 0 12 ooo 0 8 ooo 0 10 oo+ 0 14 ooo 1 16 ooo 1 19 ooo 1 10 ooo 1 14 ooo 1 13 ooo 1 9 ooo 1 15 oo- 1 11 ooo 2 19 --o 2 16 -oo 2 13 o-o 2 9 o-o 2 14 ooo 2 10 ooo 2 8 -oo 2 12 -o- 3 18 ++o 3 17 +oo 3 8 o+o 3 12 o+o 3 11 ooo 3 15 ooo 3 13 +oo 3 9 +o+ 4 16 -oo 4 17 oo- 4 15 -o- 4 10 ooo 4 12 -o- 4 9 ooo 5 16 -oo 5 17 ooo 5 11 -oo 5 14 ooo 5 13 ooo 5 8 -oo 6 19 o-o 6 18 ooo 6 13 o-o 6 8 ooo 6 14 ooo 6 11 o-o 7 19 o-o 7 18 oo- 7 9 o-o 7 12 oo- 7 10 ooo 7 15 o-- ,-2.379585778875001,1.6446000000000005
